GENDER_LABEL,EDUC_LEVEL,AGE_GROUP,MARSTAT_LABEL,MH1_LABEL,count,percentage
Male,Some High School,20s,"Divorced, widowed",unknown/invalid,93,0.4917772724869124
Male,Some High School,20s,Never married,Alcohol or substance use disorders,1455,14.773073408467866
Male,Some High School,20s,Never married,Anxiety disorders,1914,16.15598885793872
Male,Some High School,20s,Never married,Attention deficit/hyperactivity disorder (ADHD),985,34.46466060181945
Male,Some High School,20s,Never married,Bipolar disorders,3661,17.950478058347635
Male,Some High School,20s,Never married,Conduct disorders,237,20.03381234150465
Male,Some High School,20s,Never married,Delirium/dementia disorders,25,5.76036866359447
Male,Some High School,20s,Never married,Depressive disorders,5331,14.304113338163086
Male,Some High School,20s,Never married,Oppositional defiant disorders,287,29.43589743589743
Male,Some High School,20s,Never married,Other disorders/conditions,1978,19.857444031723723
Male,Some High School,20s,Never married,Personality disorders,475,19.603796945934793
Male,Some High School,20s,Never married,Pervasive developmental disorders,411,65.97110754414125
Male,Some High School,20s,Never married,Schizophrenia or other psychotic disorders,6645,13.340694639630597
Male,Some High School,20s,Never married,Trauma- and stressor-related disorders,2437,17.61474521142031
Male,Some High School,20s,Never married,unknown/invalid,3486,18.43371582676749
Male,Some High School,20s,Now married,Alcohol or substance use disorders,105,1.0660980810234542
Male,Some High School,20s,Now married,Anxiety disorders,158,1.33367097155398
Male,Some High School,20s,Now married,Attention deficit/hyperactivity disorder (ADHD),36,1.2596221133659902
Male,Some High School,20s,Now married,Bipolar disorders,269,1.3189507232164748
Male,Some High School,20s,Now married,Conduct disorders,10,0.84530853761623
Male,Some High School,20s,Now married,Delirium/dementia disorders,1,0.2304147465437788
Male,Some High School,20s,Now married,Depressive disorders,454,1.2181705975475596
Male,Some High School,20s,Now married,Oppositional defiant disorders,2,0.2051282051282051
Male,Some High School,20s,Now married,Other disorders/conditions,101,1.0139544222467625
Male,Some High School,20s,Now married,Personality disorders,34,1.40321914981428
Male,Some High School,20s,Now married,Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,20s,Now married,Schizophrenia or other psychotic disorders,158,0.3172053804456936
Male,Some High School,20s,Now married,Trauma- and stressor-related disorders,216,1.5612576797976148
Male,Some High School,20s,Now married,unknown/invalid,157,0.8302046428004864
Male,Some High School,20s,Separated,Alcohol or substance use disorders,33,0.3350593968930856
Male,Some High School,20s,Separated,Anxiety disorders,41,0.3460791761627416
Male,Some High School,20s,Separated,Attention deficit/hyperactivity disorder (ADHD),3,0.1049685094471658
Male,Some High School,20s,Separated,Bipolar disorders,77,0.377543515567541
Male,Some High School,20s,Separated,Depressive disorders,132,0.3541817596393785
Male,Some High School,20s,Separated,Oppositional defiant disorders,1,0.1025641025641025
Male,Some High School,20s,Separated,Other disorders/conditions,30,0.3011745808653749
Male,Some High School,20s,Separated,Personality disorders,7,0.2888980602558811
Male,Some High School,20s,Separated,Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,20s,Separated,Schizophrenia or other psychotic disorders,67,0.1345111423408954
Male,Some High School,20s,Separated,Trauma- and stressor-related disorders,52,0.375858330321648
Male,Some High School,20s,Separated,unknown/invalid,73,0.3860187192639204
Male,Some High School,20s,unknown/invalid,Alcohol or substance use disorders,144,1.462077368260737
Male,Some High School,20s,unknown/invalid,Anxiety disorders,1196,10.095382797332658
Male,Some High School,20s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),438,15.325402379286215
Male,Some High School,20s,unknown/invalid,Bipolar disorders,757,3.7116940426575145
Male,Some High School,20s,unknown/invalid,Conduct disorders,60,5.07185122569738
Male,Some High School,20s,unknown/invalid,Delirium/dementia disorders,5,1.152073732718894
Male,Some High School,20s,unknown/invalid,Depressive disorders,1461,3.9201481123722126
Male,Some High School,20s,unknown/invalid,Oppositional defiant disorders,46,4.717948717948718
Male,Some High School,20s,unknown/invalid,Other disorders/conditions,480,4.818793293845999
Male,Some High School,20s,unknown/invalid,Personality disorders,123,5.076351630210483
Male,Some High School,20s,unknown/invalid,Pervasive developmental disorders,23,3.6918138041733553
Male,Some High School,20s,unknown/invalid,Schizophrenia or other psychotic disorders,1186,2.3810479823328645
Male,Some High School,20s,unknown/invalid,Trauma- and stressor-related disorders,854,6.172750271051681
Male,Some High School,20s,unknown/invalid,unknown/invalid,868,4.589921209877849
Male,Some High School,30s,"Divorced, widowed",Alcohol or substance use disorders,204,2.071276271702711
Male,Some High School,30s,"Divorced, widowed",Anxiety disorders,171,1.4434033932641177
Male,Some High School,30s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),32,1.119664100769769
Male,Some High School,30s,"Divorced, widowed",Bipolar disorders,431,2.1132630546702624
Male,Some High School,30s,"Divorced, widowed",Conduct disorders,8,0.6762468300929839
Male,Some High School,30s,"Divorced, widowed",Delirium/dementia disorders,1,0.2304147465437788
Male,Some High School,30s,"Divorced, widowed",Depressive disorders,613,1.644798626204084
Male,Some High School,30s,"Divorced, widowed",Other disorders/conditions,102,1.0239935749422748
Male,Some High School,30s,"Divorced, widowed",Personality disorders,30,1.2381345439537763
Male,Some High School,30s,"Divorced, widowed",Pervasive developmental disorders,2,0.3210272873194221
Male,Some High School,30s,"Divorced, widowed",Schizophrenia or other psychotic disorders,483,0.9696848022485444
Male,Some High School,30s,"Divorced, widowed",Trauma- and stressor-related disorders,213,1.5395735453559811
Male,Some High School,30s,"Divorced, widowed",unknown/invalid,226,1.1950716514198083
Male,Some High School,30s,Never married,Alcohol or substance use disorders,2074,21.05797542897756
Male,Some High School,30s,Never married,Anxiety disorders,1488,12.560141808052672
Male,Some High School,30s,Never married,Attention deficit/hyperactivity disorder (ADHD),576,20.153953813855843
Male,Some High School,30s,Never married,Bipolar disorders,3426,16.798234861485657
Male,Some High School,30s,Never married,Conduct disorders,368,31.107354184277263
Male,Some High School,30s,Never married,Delirium/dementia disorders,23,5.299539170506913
Male,Some High School,30s,Never married,Depressive disorders,4904,13.158389009632671
Male,Some High School,30s,Never married,Oppositional defiant disorders,383,39.282051282051285
Male,Some High School,30s,Never married,Other disorders/conditions,1836,18.43188434896095
Male,Some High School,30s,Never married,Personality disorders,470,19.397441188609164
Male,Some High School,30s,Never married,Pervasive developmental disorders,111,17.81701444622793
Male,Some High School,30s,Never married,Schizophrenia or other psychotic disorders,9247,18.56454527203373
Male,Some High School,30s,Never married,Trauma- and stressor-related disorders,2300,16.624503071919044
Male,Some High School,30s,Never married,unknown/invalid,3106,16.424303315530643
Male,Some High School,30s,Now married,Alcohol or substance use disorders,327,3.320134023758757
Male,Some High School,30s,Now married,Anxiety disorders,329,2.7770743648180973
Male,Some High School,30s,Now married,Attention deficit/hyperactivity disorder (ADHD),50,1.749475157452764
Male,Some High School,30s,Now married,Bipolar disorders,590,2.8928658985045352
Male,Some High School,30s,Now married,Conduct disorders,7,0.591715976331361
Male,Some High School,30s,Now married,Delirium/dementia disorders,3,0.6912442396313364
Male,Some High School,30s,Now married,Depressive disorders,978,2.6241648555099415
Male,Some High School,30s,Now married,Oppositional defiant disorders,3,0.3076923076923077
Male,Some High School,30s,Now married,Other disorders/conditions,197,1.9777130810159624
Male,Some High School,30s,Now married,Personality disorders,74,3.054065208419315
Male,Some High School,30s,Now married,Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,30s,Now married,Schizophrenia or other psychotic disorders,531,1.06605099377635
Male,Some High School,30s,Now married,Trauma- and stressor-related disorders,457,3.3032164799421753
Male,Some High School,30s,Now married,unknown/invalid,383,2.025276294220295
Male,Some High School,30s,Separated,Alcohol or substance use disorders,133,1.3503909026297083
Male,Some High School,30s,Separated,Anxiety disorders,122,1.0297965729720604
Male,Some High School,30s,Separated,Attention deficit/hyperactivity disorder (ADHD),7,0.244926522043387
Male,Some High School,30s,Separated,Bipolar disorders,264,1.2944349105172837
Male,Some High School,30s,Separated,Conduct disorders,5,0.422654268808115
Male,Some High School,30s,Separated,Delirium/dementia disorders,1,0.2304147465437788
Male,Some High School,30s,Separated,Depressive disorders,435,1.1671898897206794
Male,Some High School,30s,Separated,Oppositional defiant disorders,2,0.2051282051282051
Male,Some High School,30s,Separated,Other disorders/conditions,83,0.8332496737275374
Male,Some High School,30s,Separated,Personality disorders,24,0.990507635163021
Male,Some High School,30s,Separated,Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,30s,Separated,Schizophrenia or other psychotic disorders,276,0.5541056012848825
Male,Some High School,30s,Separated,Trauma- and stressor-related disorders,133,0.9613299602457536
Male,Some High School,30s,Separated,unknown/invalid,169,0.8936597747342817
Male,Some High School,30s,unknown/invalid,Alcohol or substance use disorders,154,1.5636105188343994
Male,Some High School,30s,unknown/invalid,Anxiety disorders,1033,8.719507048197855
Male,Some High School,30s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),251,8.782365290412876
Male,Some High School,30s,unknown/invalid,Bipolar disorders,845,4.143172346163276
Male,Some High School,30s,unknown/invalid,Conduct disorders,37,3.127641589180051
Male,Some High School,30s,unknown/invalid,Delirium/dementia disorders,6,1.3824884792626728
Male,Some High School,30s,unknown/invalid,Depressive disorders,1540,4.132120529126084
Male,Some High School,30s,unknown/invalid,Oppositional defiant disorders,24,2.4615384615384617
Male,Some High School,30s,unknown/invalid,Other disorders/conditions,459,4.607971087240237
Male,Some High School,30s,unknown/invalid,Personality disorders,151,6.231943871234007
Male,Some High School,30s,unknown/invalid,Pervasive developmental disorders,5,0.8025682182985553
Male,Some High School,30s,unknown/invalid,Schizophrenia or other psychotic disorders,1787,3.5876330054205985
Male,Some High School,30s,unknown/invalid,Trauma- and stressor-related disorders,804,5.811348030357788
Male,Some High School,30s,unknown/invalid,unknown/invalid,945,4.997091639786368
Male,Some High School,40s,"Divorced, widowed",Alcohol or substance use disorders,261,2.650015229972586
Male,Some High School,40s,"Divorced, widowed",Anxiety disorders,300,2.532286654849329
Male,Some High School,40s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),18,0.6298110566829951
Male,Some High School,40s,"Divorced, widowed",Bipolar disorders,670,3.285118901691591
Male,Some High School,40s,"Divorced, widowed",Conduct disorders,8,0.6762468300929839
Male,Some High School,40s,"Divorced, widowed",Delirium/dementia disorders,1,0.2304147465437788
Male,Some High School,40s,"Divorced, widowed",Depressive disorders,1050,2.8173549062223295
Male,Some High School,40s,"Divorced, widowed",Oppositional defiant disorders,1,0.1025641025641025
Male,Some High School,40s,"Divorced, widowed",Other disorders/conditions,171,1.7166951109326374
Male,Some High School,40s,"Divorced, widowed",Personality disorders,40,1.650846058605035
Male,Some High School,40s,"Divorced, widowed",Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,40s,"Divorced, widowed",Schizophrenia or other psychotic disorders,926,1.859064444890584
Male,Some High School,40s,"Divorced, widowed",Trauma- and stressor-related disorders,329,2.3780267437658114
Male,Some High School,40s,"Divorced, widowed",unknown/invalid,354,1.8719263920469569
Male,Some High School,40s,Never married,Alcohol or substance use disorders,1397,14.184181135140625
Male,Some High School,40s,Never married,Anxiety disorders,870,7.343631299063054
Male,Some High School,40s,Never married,Attention deficit/hyperactivity disorder (ADHD),150,5.248425472358292
Male,Some High School,40s,Never married,Bipolar disorders,2023,9.91909781809267
Male,Some High School,40s,Never married,Conduct disorders,291,24.598478444632292
Male,Some High School,40s,Never married,Delirium/dementia disorders,22,5.0691244239631335
Male,Some High School,40s,Never married,Depressive disorders,3428,9.19799297002871
Male,Some High School,40s,Never married,Oppositional defiant disorders,197,20.205128205128204
Male,Some High School,40s,Never married,Other disorders/conditions,1198,12.026904929223974
Male,Some High School,40s,Never married,Personality disorders,235,9.698720594304582
Male,Some High School,40s,Never married,Pervasive developmental disorders,27,4.333868378812198
Male,Some High School,40s,Never married,Schizophrenia or other psychotic disorders,7016,14.085524994980927
Male,Some High School,40s,Never married,Trauma- and stressor-related disorders,1507,10.892663534513911
Male,Some High School,40s,Never married,unknown/invalid,1779,9.407223309185133
Male,Some High School,40s,Now married,Alcohol or substance use disorders,270,2.741395065488882
Male,Some High School,40s,Now married,Anxiety disorders,332,2.802397231366591
Male,Some High School,40s,Now married,Attention deficit/hyperactivity disorder (ADHD),31,1.0846745976207135
Male,Some High School,40s,Now married,Bipolar disorders,632,3.0987987251777396
Male,Some High School,40s,Now married,Conduct disorders,11,0.9298393913778528
Male,Some High School,40s,Now married,Delirium/dementia disorders,4,0.9216589861751152
Male,Some High School,40s,Now married,Depressive disorders,1052,2.822721296519896
Male,Some High School,40s,Now married,Oppositional defiant disorders,2,0.2051282051282051
Male,Some High School,40s,Now married,Other disorders/conditions,186,1.8672824013653249
Male,Some High School,40s,Now married,Personality disorders,64,2.6413536937680564
Male,Some High School,40s,Now married,Schizophrenia or other psychotic disorders,613,1.2306765709696847
Male,Some High School,40s,Now married,Trauma- and stressor-related disorders,374,2.7032887603903144
Male,Some High School,40s,Now married,unknown/invalid,319,1.686848923906721
Male,Some High School,40s,Separated,Alcohol or substance use disorders,122,1.2387044369986802
Male,Some High School,40s,Separated,Anxiety disorders,94,0.7934498185194564
Male,Some High School,40s,Separated,Attention deficit/hyperactivity disorder (ADHD),9,0.3149055283414975
Male,Some High School,40s,Separated,Bipolar disorders,308,1.5101740622701645
Male,Some High School,40s,Separated,Conduct disorders,4,0.3381234150464919
Male,Some High School,40s,Separated,Delirium/dementia disorders,3,0.6912442396313364
Male,Some High School,40s,Separated,Depressive disorders,526,1.411360648259948
Male,Some High School,40s,Separated,Other disorders/conditions,91,0.9135628952916374
Male,Some High School,40s,Separated,Personality disorders,16,0.6603384234420141
Male,Some High School,40s,Separated,Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,40s,Separated,Schizophrenia or other psychotic disorders,390,0.782975306163421
Male,Some High School,40s,Separated,Trauma- and stressor-related disorders,158,1.1420310805926996
Male,Some High School,40s,Separated,unknown/invalid,186,0.9835545449738248
Male,Some High School,40s,unknown/invalid,Alcohol or substance use disorders,118,1.198091176769215
Male,Some High School,40s,unknown/invalid,Anxiety disorders,706,5.959314594412088
Male,Some High School,40s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),107,3.7438768369489153
Male,Some High School,40s,unknown/invalid,Bipolar disorders,635,3.1135082127972544
Male,Some High School,40s,unknown/invalid,Conduct disorders,22,1.8596787827557055
Male,Some High School,40s,unknown/invalid,Delirium/dementia disorders,11,2.5345622119815667
Male,Some High School,40s,unknown/invalid,Depressive disorders,1352,3.627679841154848
Male,Some High School,40s,unknown/invalid,Oppositional defiant disorders,2,0.2051282051282051
Male,Some High School,40s,unknown/invalid,Other disorders/conditions,305,3.061941572131312
Male,Some High School,40s,unknown/invalid,Personality disorders,112,4.622368964094098
Male,Some High School,40s,unknown/invalid,Pervasive developmental disorders,2,0.3210272873194221
Male,Some High School,40s,unknown/invalid,Schizophrenia or other psychotic disorders,1395,2.800642441276852
Male,Some High School,40s,unknown/invalid,Trauma- and stressor-related disorders,594,4.29345861944344
Male,Some High School,40s,unknown/invalid,unknown/invalid,650,3.437152979747237
Male,Some High School,50s,"Divorced, widowed",Alcohol or substance use disorders,284,2.883541476292009
Male,Some High School,50s,"Divorced, widowed",Anxiety disorders,313,2.642019076559466
Male,Some High School,50s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),13,0.4548635409377187
Male,Some High School,50s,"Divorced, widowed",Bipolar disorders,912,4.471684236332434
Male,Some High School,50s,"Divorced, widowed",Conduct disorders,9,0.760777683854607
Male,Some High School,50s,"Divorced, widowed",Delirium/dementia disorders,12,2.7649769585253456
Male,Some High School,50s,"Divorced, widowed",Depressive disorders,1747,4.6875419249242
Male,Some High School,50s,"Divorced, widowed",Other disorders/conditions,249,2.499749021182613
Male,Some High School,50s,"Divorced, widowed",Personality disorders,43,1.7746595130004126
Male,Some High School,50s,"Divorced, widowed",Schizophrenia or other psychotic disorders,1387,2.784581409355551
Male,Some High School,50s,"Divorced, widowed",Trauma- and stressor-related disorders,414,2.992410552945428
Male,Some High School,50s,"Divorced, widowed",unknown/invalid,478,2.5276294220295066
Male,Some High School,50s,Never married,Alcohol or substance use disorders,979,9.94009544116154
Male,Some High School,50s,Never married,Anxiety disorders,636,5.368447708280577
Male,Some High School,50s,Never married,Attention deficit/hyperactivity disorder (ADHD),34,1.1896431070678797
Male,Some High School,50s,Never married,Bipolar disorders,1485,7.28119637165972
Male,Some High School,50s,Never married,Conduct disorders,74,6.255283178360102
Male,Some High School,50s,Never married,Delirium/dementia disorders,46,10.599078341013826
Male,Some High School,50s,Never married,Depressive disorders,3355,9.002119724167539
Male,Some High School,50s,Never married,Oppositional defiant disorders,16,1.641025641025641
Male,Some High School,50s,Never married,Other disorders/conditions,777,7.800421644413212
Male,Some High School,50s,Never married,Personality disorders,153,6.3144861741642595
Male,Some High School,50s,Never married,Pervasive developmental disorders,16,2.568218298555377
Male,Some High School,50s,Never married,Schizophrenia or other psychotic disorders,6713,13.477213410961657
Male,Some High School,50s,Never married,Trauma- and stressor-related disorders,828,5.984821105890856
Male,Some High School,50s,Never married,unknown/invalid,1828,9.66633176458146
Male,Some High School,50s,Now married,Alcohol or substance use disorders,342,3.4724337496192503
Male,Some High School,50s,Now married,Anxiety disorders,280,2.36346754452604
Male,Some High School,50s,Now married,Attention deficit/hyperactivity disorder (ADHD),7,0.244926522043387
Male,Some High School,50s,Now married,Bipolar disorders,539,2.6428046089727877
Male,Some High School,50s,Now married,Conduct disorders,2,0.1690617075232459
Male,Some High School,50s,Now married,Delirium/dementia disorders,8,1.8433179723502304
Male,Some High School,50s,Now married,Depressive disorders,1195,3.2064182027958896
Male,Some High School,50s,Now married,Oppositional defiant disorders,1,0.1025641025641025
Male,Some High School,50s,Now married,Other disorders/conditions,224,2.2487702037947996
Male,Some High School,50s,Now married,Personality disorders,48,1.981015270326042
Male,Some High School,50s,Now married,Pervasive developmental disorders,1,0.160513643659711
Male,Some High School,50s,Now married,Schizophrenia or other psychotic disorders,665,1.335073278458141
Male,Some High School,50s,Now married,Trauma- and stressor-related disorders,345,2.493675460787857
Male,Some High School,50s,Now married,unknown/invalid,291,1.5387869493945323
Male,Some High School,50s,Separated,Alcohol or substance use disorders,140,1.4214641080312722
Male,Some High School,50s,Separated,Anxiety disorders,89,0.7512450409386343
Male,Some High School,50s,Separated,Attention deficit/hyperactivity disorder (ADHD),5,0.1749475157452764
Male,Some High School,50s,Separated,Bipolar disorders,259,1.2699190978180923
Male,Some High School,50s,Separated,Conduct disorders,2,0.1690617075232459
Male,Some High School,50s,Separated,Delirium/dementia disorders,4,0.9216589861751152
Male,Some High School,50s,Separated,Depressive disorders,586,1.5723523571869382
Male,Some High School,50s,Separated,Other disorders/conditions,84,0.8432888264230498
Male,Some High School,50s,Separated,Personality disorders,18,0.7428807263722659
Male,Some High School,50s,Separated,Schizophrenia or other psychotic disorders,465,0.9335474804256174
Male,Some High School,50s,Separated,Trauma- and stressor-related disorders,143,1.033610408384532
Male,Some High School,50s,Separated,unknown/invalid,147,0.7773253661889906
Male,Some High School,50s,unknown/invalid,Alcohol or substance use disorders,87,0.8833384099908621
Male,Some High School,50s,unknown/invalid,Anxiety disorders,543,4.583438845277285
Male,Some High School,50s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),44,1.5395381385584324
Male,Some High School,50s,unknown/invalid,Bipolar disorders,560,2.74577102230939
Male,Some High School,50s,unknown/invalid,Conduct disorders,11,0.9298393913778528
Male,Some High School,50s,unknown/invalid,Delirium/dementia disorders,8,1.8433179723502304
Male,Some High School,50s,unknown/invalid,Depressive disorders,1521,4.081139821299203
Male,Some High School,50s,unknown/invalid,Other disorders/conditions,249,2.499749021182613
Male,Some High School,50s,unknown/invalid,Personality disorders,101,4.1683862979777135
Male,Some High School,50s,unknown/invalid,Schizophrenia or other psychotic disorders,1416,2.842802650070267
Male,Some High School,50s,unknown/invalid,Trauma- and stressor-related disorders,443,3.202023852547886
Male,Some High School,50s,unknown/invalid,unknown/invalid,628,3.320818571201946
Male,Some High School,60s,"Divorced, widowed",Alcohol or substance use disorders,269,2.731241750431516
Male,Some High School,60s,"Divorced, widowed",Anxiety disorders,216,1.823246391491517
Male,Some High School,60s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),6,0.2099370188943317
Male,Some High School,60s,"Divorced, widowed",Bipolar disorders,535,2.6231919588134347
Male,Some High School,60s,"Divorced, widowed",Conduct disorders,1,0.0845308537616229
Male,Some High School,60s,"Divorced, widowed",Delirium/dementia disorders,71,16.359447004608295
Male,Some High School,60s,"Divorced, widowed",Depressive disorders,1460,3.9174649172234295
Male,Some High School,60s,"Divorced, widowed",Other disorders/conditions,233,2.339122578054412
Male,Some High School,60s,"Divorced, widowed",Personality disorders,27,1.1143210895583986
Male,Some High School,60s,"Divorced, widowed",Schizophrenia or other psychotic disorders,1361,2.7323830556113227
Male,Some High School,60s,"Divorced, widowed",Trauma- and stressor-related disorders,242,1.749186844958439
Male,Some High School,60s,"Divorced, widowed",unknown/invalid,485,2.5646449156575537
Male,Some High School,60s,Never married,Alcohol or substance use disorders,473,4.802518022134227
Male,Some High School,60s,Never married,Anxiety disorders,288,2.430995188655356
Male,Some High School,60s,Never married,Attention deficit/hyperactivity disorder (ADHD),20,0.6997900629811057
Male,Some High School,60s,Never married,Bipolar disorders,650,3.1870556508948273
Male,Some High School,60s,Never married,Conduct disorders,10,0.84530853761623
Male,Some High School,60s,Never married,Delirium/dementia disorders,67,15.43778801843318
Male,Some High School,60s,Never married,Depressive disorders,1685,4.521183825699643
Male,Some High School,60s,Never married,Oppositional defiant disorders,7,0.717948717948718
Male,Some High School,60s,Never married,Other disorders/conditions,457,4.587892781849212
Male,Some High School,60s,Never married,Personality disorders,71,2.9302517540239372
Male,Some High School,60s,Never married,Pervasive developmental disorders,10,1.6051364365971106
Male,Some High School,60s,Never married,Schizophrenia or other psychotic disorders,4891,9.819313390885364
Male,Some High School,60s,Never married,Trauma- and stressor-related disorders,321,2.3202023852547886
Male,Some High School,60s,Never married,unknown/invalid,1123,5.938342763470995
Male,Some High School,60s,Now married,Alcohol or substance use disorders,261,2.650015229972586
Male,Some High School,60s,Now married,Anxiety disorders,245,2.068034101460285
Male,Some High School,60s,Now married,Attention deficit/hyperactivity disorder (ADHD),4,0.1399580125962211
Male,Some High School,60s,Now married,Bipolar disorders,329,1.6131404756067664
Male,Some High School,60s,Now married,Conduct disorders,3,0.2535925612848689
Male,Some High School,60s,Now married,Delirium/dementia disorders,61,14.055299539170507
Male,Some High School,60s,Now married,Depressive disorders,941,2.524886635004964
Male,Some High School,60s,Now married,Oppositional defiant disorders,1,0.1025641025641025
Male,Some High School,60s,Now married,Other disorders/conditions,203,2.037947997189037
Male,Some High School,60s,Now married,Personality disorders,22,0.9079653322327692
Male,Some High School,60s,Now married,Schizophrenia or other psychotic disorders,580,1.1644248142943183
Male,Some High School,60s,Now married,Trauma- and stressor-related disorders,278,2.0093964582580415
Male,Some High School,60s,Now married,unknown/invalid,464,2.4535984347734123
Male,Some High School,60s,Separated,Alcohol or substance use disorders,137,1.3910041628591736
Male,Some High School,60s,Separated,Anxiety disorders,55,0.4642525533890436
Male,Some High School,60s,Separated,Attention deficit/hyperactivity disorder (ADHD),1,0.0349895031490552
Male,Some High School,60s,Separated,Bipolar disorders,134,0.6570237803383182
Male,Some High School,60s,Separated,Delirium/dementia disorders,9,2.0737327188940093
Male,Some High School,60s,Separated,Depressive disorders,387,1.0383965225790872
Male,Some High School,60s,Separated,Other disorders/conditions,70,0.7027406886858749
Male,Some High School,60s,Separated,Personality disorders,13,0.5365249690466364
Male,Some High School,60s,Separated,Schizophrenia or other psychotic disorders,391,0.7849829351535836
Male,Some High School,60s,Separated,Trauma- and stressor-related disorders,102,0.7372605710155403
Male,Some High School,60s,Separated,unknown/invalid,165,0.8725080640896832
Male,Some High School,60s,unknown/invalid,Alcohol or substance use disorders,48,0.487359122753579
Male,Some High School,60s,unknown/invalid,Anxiety disorders,386,3.25820882923947
Male,Some High School,60s,unknown/invalid,Attention deficit/hyperactivity disorder (ADHD),20,0.6997900629811057
Male,Some High School,60s,unknown/invalid,Bipolar disorders,276,1.353272860995342
Male,Some High School,60s,unknown/invalid,Conduct disorders,3,0.2535925612848689
Male,Some High School,60s,unknown/invalid,Delirium/dementia disorders,42,9.67741935483871
Male,Some High School,60s,unknown/invalid,Depressive disorders,923,2.476589122326867
Male,Some High School,60s,unknown/invalid,Other disorders/conditions,173,1.736773416323662
Male,Some High School,60s,unknown/invalid,Personality disorders,63,2.60008254230293
Male,Some High School,60s,unknown/invalid,Schizophrenia or other psychotic disorders,1077,2.1622164224051397
Male,Some High School,60s,unknown/invalid,Trauma- and stressor-related disorders,237,1.7130466208890496
Male,Some High School,60s,unknown/invalid,unknown/invalid,508,2.6862672518639945
Male,College or higher,20s,"Divorced, widowed",Alcohol or substance use disorders,20,0.2233638597274961
Male,College or higher,20s,"Divorced, widowed",Anxiety disorders,53,0.238566798703637
Male,College or higher,20s,"Divorced, widowed",Attention deficit/hyperactivity disorder (ADHD),14,0.3799185888738127
Male,College or higher,20s,"Divorced, widowed",Bipolar disorders,84,0.2716424667723054
Male,College or higher,20s,"Divorced, widowed",Conduct disorders,1,0.4784688995215311
Male,College or higher,20s,"Divorced, widowed",Depressive disorders,148,0.2791241536691624
Male,College or higher,20s,"Divorced, widowed",Oppositional defiant disorders,1,2.4390243902439024
Male,College or higher,20s,"Divorced, widowed",Other disorders/conditions,34,0.3316102604115868
Male,College or higher,20s,"Divorced, widowed",Personality disorders,7,0.3412969283276451
Male,College or higher,20s,"Divorced, widowed",Pervasive developmental disorders,1,0.1785714285714285
Male,College or higher,20s,"Divorced, widowed",Schizophrenia or other psychotic disorders,53,0.134340464361756
Male,College or higher,20s,"Divorced, widowed",Trauma- and stressor-related disorders,70,0.355636843977036
Male,College or higher,20s,"Divorced, widowed",unknown/invalid,49,0.2445597923737272
Male,College or higher,20s,Never married,Alcohol or substance use disorders,916,10.23006477551932
Male,College or higher,20s,Never married,Anxiety disorders,2804,12.621534029528268
Male,College or higher,20s,Never married,Attention deficit/hyperactivity disorder (ADHD),675,18.31750339213026
Male,College or higher,20s,Never married,Bipolar disorders,3371,10.901270898683828
Male,College or higher,20s,Never married,Conduct disorders,31,14.832535885167465
Male,College or higher,20s,Never married,Delirium/dementia disorders,10,2.070393374741201
Male,College or higher,20s,Never married,Depressive disorders,6435,12.136242762574732
Male,College or higher,20s,Never married,Oppositional defiant disorders,14,34.146341463414636
Male,College or higher,20s,Never married,Other disorders/conditions,1225,11.94772261777041
Male,College or higher,20s,Never married,Personality disorders,166,8.093612871769869
Male,College or higher,20s,Never married,Pervasive developmental disorders,249,44.46428571428571
Male,College or higher,20s,Never married,Schizophrenia or other psychotic disorders,4390,11.12744601034168
Male,College or higher,20s,Never married,Trauma- and stressor-related disorders,1966,9.988314789412184
Male,College or higher,20s,Never married,unknown/invalid,2445,12.203034537831902
Male,College or higher,20s,Now married,Alcohol or substance use disorders,79,0.8822872459236096
Male,College or higher,20s,Now married,Anxiety disorders,350,1.575441123514584
Male,College or higher,20s,Now married,Attention deficit/hyperactivity disorder (ADHD),68,1.8453188602442336
Male,College or higher,20s,Now married,Bipolar disorders,296,0.9572163114833618
Male,College or higher,20s,Now married,Conduct disorders,1,0.4784688995215311
Male,College or higher,20s,Now married,Depressive disorders,696,1.3126379118495746
Male,College or higher,20s,Now married,Oppositional defiant disorders,1,2.4390243902439024
Male,College or higher,20s,Now married,Other disorders/conditions,118,1.1508826684872722
Male,College or higher,20s,Now married,Personality disorders,16,0.7801072647489029
Male,College or higher,20s,Now married,Pervasive developmental disorders,5,0.8928571428571428
Male,College or higher,20s,Now married,Schizophrenia or other psychotic disorders,120,0.3041670891209571
Male,College or higher,20s,Now married,Trauma- and stressor-related disorders,295,1.4987552710460803
